timestamp,speed,obstacle_distance,brakes_applied
2026-09-12 10:02:00,0.0,2.09,true
2026-09-12 10:02:01,0.0,2.34,true
2026-09-12 10:02:02,0.0,2.26,true
2026-09-12 10:02:03,0.0,1.84,true
2026-09-12 10:02:04,0.0,2.24,true
2026-09-12 10:02:05,0.0,2.58,true
2026-09-12 10:02:06,0.0,2.23,true
2026-09-12 10:02:07,0.0,2.03,true
2026-09-12 10:02:08,0.0,2.33,true
2026-09-12 10:02:09,0.0,2.73,true
2026-09-12 10:02:10,0.0,2.48,true
2026-09-12 10:02:11,0.0,2.76,true
2026-09-12 10:02:12,0.0,2.66,true
2026-09-12 10:02:13,0.0,2.32,true
2026-09-12 10:02:14,0.0,2.68,true
2026-09-12 10:02:15,0.0,2.99,true
2026-09-12 10:02:16,0.0,2.52,true
2026-09-12 10:02:17,0.0,2.35,true
2026-09-12 10:02:18,0.0,2.65,true
2026-09-12 10:02:19,0.0,2.96,true
2026-09-12 10:02:20,0.0,3.25,true
2026-09-12 10:02:21,0.0,3.62,true
2026-09-12 10:02:22,0.0,3.35,true
2026-09-12 10:02:23,0.0,3.31,true
2026-09-12 10:02:24,0.0,3.6,true
2026-09-12 10:02:25,0.0,3.13,true
2026-09-12 10:02:26,0.0,2.95,true
2026-09-12 10:02:27,0.0,3.42,true
2026-09-12 10:02:28,0.0,3.56,true
2026-09-12 10:02:29,0.0,4.04,true
2026-09-12 10:02:30,0.0,4.48,true
2026-09-12 10:02:31,0.0,4.95,true
2026-09-12 10:02:32,0.0,5.42,true
2026-09-12 10:02:33,0.0,5.02,true
2026-09-12 10:02:34,0.0,5.25,true
2026-09-12 10:02:35,0.0,5.36,true
2026-09-12 10:02:36,0.0,5.24,true
2026-09-12 10:02:37,0.0,5.0,true
2026-09-12 10:02:38,0.0,4.5,true
2026-09-12 10:02:39,0.0,4.54,true
2026-09-12 10:02:40,0.0,4.78,true
2026-09-12 10:02:41,0.0,4.65,true
2026-09-12 10:02:42,0.0,4.81,true
2026-09-12 10:02:43,0.0,4.62,true
2026-09-12 10:02:44,0.0,4.84,true
2026-09-12 10:02:45,0.0,4.65,true
2026-09-12 10:02:46,0.0,4.55,true
2026-09-12 10:02:47,0.0,4.18,true
2026-09-12 10:02:48,0.0,4.62,true
2026-09-12 10:02:49,0.0,5.03,true
2026-09-12 10:02:50,0.0,4.83,true
2026-09-12 10:02:51,0.0,4.33,true
2026-09-12 10:02:52,0.0,4.26,true
2026-09-12 10:02:53,0.0,4.41,true
2026-09-12 10:02:54,0.0,4.35,true
2026-09-12 10:02:55,0.0,4.33,true
2026-09-12 10:02:56,0.0,4.62,true
2026-09-12 10:02:57,0.0,4.21,true
2026-09-12 10:02:58,0.0,4.34,true
2026-09-12 10:02:59,0.0,4.66,true
2026-09-12 10:03:00,0.0,4.83,true
2026-09-12 10:03:01,0.0,4.53,true
2026-09-12 10:03:02,0.0,4.28,true
2026-09-12 10:03:03,0.0,4.63,true
2026-09-12 10:03:04,0.0,4.54,true
2026-09-12 10:03:05,0.0,4.23,true
2026-09-12 10:03:06,0.0,4.23,true
2026-09-12 10:03:07,0.0,4.38,true
2026-09-12 10:03:08,0.0,4.64,true
2026-09-12 10:03:09,0.0,4.24,true
2026-09-12 10:03:10,0.0,3.92,true
2026-09-12 10:03:11,0.0,3.94,true
2026-09-12 10:03:12,0.0,3.69,true
2026-09-12 10:03:13,0.0,3.64,true
2026-09-12 10:03:14,0.0,3.81,true
2026-09-12 10:03:15,0.0,3.9,true
2026-09-12 10:03:16,0.0,4.3,true
2026-09-12 10:03:17,0.0,4.52,true
2026-09-12 10:03:18,0.0,4.85,true
2026-09-12 10:03:19,0.0,5.24,true
2026-09-12 10:03:20,0.0,5.22,true
2026-09-12 10:03:21,0.0,4.97,true
2026-09-12 10:03:22,0.0,5.23,true
2026-09-12 10:03:23,0.0,5.36,true
2026-09-12 10:03:24,0.0,4.94,true
2026-09-12 10:03:25,0.0,4.71,true
2026-09-12 10:03:26,0.0,4.75,true
2026-09-12 10:03:27,0.0,4.48,true
2026-09-12 10:03:28,0.0,4.68,true
2026-09-12 10:03:29,0.0,4.59,true
2026-09-12 10:03:30,0.0,4.51,true
2026-09-12 10:03:31,0.0,4.43,true
2026-09-12 10:03:32,0.0,4.51,true
2026-09-12 10:03:33,0.0,4.87,true
2026-09-12 10:03:34,0.0,4.75,true
2026-09-12 10:03:35,0.0,4.6,true
2026-09-12 10:03:36,0.0,4.95,true
2026-09-12 10:03:37,0.0,4.87,true
2026-09-12 10:03:38,0.0,4.92,true
2026-09-12 10:03:39,0.0,4.64,true
2026-09-12 10:03:40,0.0,4.58,true
2026-09-12 10:03:41,0.0,4.41,true
2026-09-12 10:03:42,0.0,4.32,true
2026-09-12 10:03:43,0.0,4.28,true
2026-09-12 10:03:44,0.0,4.41,true
2026-09-12 10:03:45,0.0,4.3,true
2026-09-12 10:03:46,0.0,3.83,true
2026-09-12 10:03:47,0.0,3.46,true
2026-09-12 10:03:48,0.0,3.01,true
2026-09-12 10:03:49,0.0,2.73,true
2026-09-12 10:03:50,0.0,2.99,true
2026-09-12 10:03:51,0.0,3.24,true
2026-09-12 10:03:52,0.0,2.99,true
2026-09-12 10:03:53,0.0,2.51,true
2026-09-12 10:03:54,0.0,3.01,true
2026-09-12 10:03:55,0.0,3.16,true
2026-09-12 10:03:56,0.0,3.31,true
2026-09-12 10:03:57,0.0,3.76,true
2026-09-12 10:03:58,0.0,3.28,true
2026-09-12 10:03:59,0.0,2.91,true
2026-09-12 10:04:00,0.0,2.97,true
2026-09-12 10:04:01,0.0,3.17,true
2026-09-12 10:04:02,0.0,2.84,true
2026-09-12 10:04:03,0.0,3.09,true
2026-09-12 10:04:04,0.0,3.41,true
2026-09-12 10:04:05,0.0,3.01,true
2026-09-12 10:04:06,0.0,2.83,true
2026-09-12 10:04:07,0.0,3.28,true
2026-09-12 10:04:08,0.0,3.5,true
2026-09-12 10:04:09,0.0,3.69,true
2026-09-12 10:04:10,0.0,3.29,true
2026-09-12 10:04:11,0.0,3.64,true
2026-09-12 10:04:12,0.0,3.26,true
2026-09-12 10:04:13,0.0,3.55,true
2026-09-12 10:04:14,0.0,3.47,true
2026-09-12 10:04:15,0.0,3.48,true
2026-09-12 10:04:16,0.0,3.83,true
2026-09-12 10:04:17,0.0,3.44,true
2026-09-12 10:04:18,0.0,3.57,true
2026-09-12 10:04:19,0.0,3.78,true
2026-09-12 10:04:20,0.0,4.01,true
2026-09-12 10:04:21,0.0,3.78,true
2026-09-12 10:04:22,0.0,3.82,true
2026-09-12 10:04:23,0.0,3.76,true
2026-09-12 10:04:24,0.0,3.52,true
2026-09-12 10:04:25,0.0,3.86,true
2026-09-12 10:04:26,0.0,4.24,true
2026-09-12 10:04:27,0.0,4.2,true
2026-09-12 10:04:28,0.0,4.08,true
2026-09-12 10:04:29,0.0,4.43,true
2026-09-12 10:04:30,0.0,4.14,true
2026-09-12 10:04:31,0.0,3.98,true
2026-09-12 10:04:32,0.0,4.19,true
2026-09-12 10:04:33,0.0,3.7,true
2026-09-12 10:04:34,0.0,3.28,true
2026-09-12 10:04:35,0.0,3.27,true
2026-09-12 10:04:36,0.0,3.46,true
2026-09-12 10:04:37,0.0,3.45,true
2026-09-12 10:04:38,0.0,3.04,true
2026-09-12 10:04:39,0.0,3.24,true
2026-09-12 10:04:40,0.0,3.32,true
2026-09-12 10:04:41,0.0,3.35,true
2026-09-12 10:04:42,0.0,3.59,true
2026-09-12 10:04:43,0.0,3.8,true
2026-09-12 10:04:44,0.0,3.55,true
2026-09-12 10:04:45,0.0,3.24,true
2026-09-12 10:04:46,0.0,3.28,true
2026-09-12 10:04:47,0.0,2.96,true
2026-09-12 10:04:48,0.0,2.95,true
2026-09-12 10:04:49,0.0,3.42,true
2026-09-12 10:04:50,0.0,3.21,true
2026-09-12 10:04:51,0.0,2.9,true
2026-09-12 10:04:52,0.0,2.58,true
2026-09-12 10:04:53,0.0,2.61,true
2026-09-12 10:04:54,0.0,3.09,true
2026-09-12 10:04:55,0.0,3.29,true
2026-09-12 10:04:56,0.0,3.65,true
2026-09-12 10:04:57,0.0,4.03,true
2026-09-12 10:04:58,0.0,4.0,true
2026-09-12 10:04:59,0.0,3.68,true
2026-09-12 10:05:00,0.0,4.12,true
2026-09-12 10:05:01,0.0,4.44,true
2026-09-12 10:05:02,0.0,4.02,true
2026-09-12 10:05:03,0.0,3.57,true
2026-09-12 10:05:04,0.0,3.63,true
2026-09-12 10:05:05,0.0,4.13,true
2026-09-12 10:05:06,0.0,4.39,true
2026-09-12 10:05:07,0.0,4.68,true
2026-09-12 10:05:08,0.0,4.71,true
2026-09-12 10:05:09,0.0,4.65,true
2026-09-12 10:05:10,0.0,5.14,true
2026-09-12 10:05:11,0.0,5.26,true
2026-09-12 10:05:12,0.0,5.5,true
2026-09-12 10:05:13,0.0,5.21,true
2026-09-12 10:05:14,0.0,5.37,true
2026-09-12 10:05:15,0.0,5.04,true
2026-09-12 10:05:16,0.0,4.54,true
2026-09-12 10:05:17,0.0,4.64,true
2026-09-12 10:05:18,0.0,4.37,true
2026-09-12 10:05:19,0.0,4.57,true
2026-09-12 10:05:20,0.0,4.76,true
2026-09-12 10:05:21,0.0,5.05,true
2026-09-12 10:05:22,0.0,5.21,true
2026-09-12 10:05:23,0.0,5.13,true
2026-09-12 10:05:24,0.0,5.28,true
2026-09-12 10:05:25,0.0,5.61,true
2026-09-12 10:05:26,0.0,5.27,true
2026-09-12 10:05:27,0.0,5.52,true
2026-09-12 10:05:28,0.0,5.31,true
2026-09-12 10:05:29,0.0,5.5,true
2026-09-12 10:05:30,0.0,5.94,true
2026-09-12 10:05:31,0.0,5.94,true
2026-09-12 10:05:32,0.0,5.48,true
2026-09-12 10:05:33,0.0,5.3,true
2026-09-12 10:05:34,0.0,4.89,true
2026-09-12 10:05:35,0.0,5.23,true
2026-09-12 10:05:36,0.0,5.68,true
2026-09-12 10:05:37,0.0,5.85,true
2026-09-12 10:05:38,0.0,5.39,true
2026-09-12 10:05:39,0.0,5.36,true
2026-09-12 10:05:40,0.0,5.78,true
2026-09-12 10:05:41,0.0,5.86,true
2026-09-12 10:05:42,0.0,5.85,true
2026-09-12 10:05:43,0.0,5.7,true
2026-09-12 10:05:44,0.0,5.87,true
2026-09-12 10:05:45,0.0,5.7,true
2026-09-12 10:05:46,0.0,5.49,true
2026-09-12 10:05:47,0.0,5.8,true
2026-09-12 10:05:48,0.0,5.76,true
2026-09-12 10:05:49,0.0,5.58,true
2026-09-12 10:05:50,0.0,5.49,true
2026-09-12 10:05:51,0.0,5.97,true
2026-09-12 10:05:52,0.0,6.02,true
2026-09-12 10:05:53,0.0,5.7,true
2026-09-12 10:05:54,0.0,5.96,true
2026-09-12 10:05:55,0.0,6.22,true
2026-09-12 10:05:56,0.0,6.27,true
2026-09-12 10:05:57,0.0,6.21,true
2026-09-12 10:05:58,0.0,5.83,true
2026-09-12 10:05:59,0.0,5.94,true
2026-09-12 10:06:00,0.0,5.6,true
2026-09-12 10:06:01,0.0,5.65,true
2026-09-12 10:06:02,0.0,6.14,true
2026-09-12 10:06:03,0.0,6.1,true
2026-09-12 10:06:04,0.0,6.43,true
2026-09-12 10:06:05,0.0,6.65,true
2026-09-12 10:06:06,0.0,6.42,true
2026-09-12 10:06:07,0.0,6.9,true
2026-09-12 10:06:08,0.0,6.96,true
2026-09-12 10:06:09,0.0,7.38,true
2026-09-12 10:06:10,0.0,7.76,true
2026-09-12 10:06:11,0.0,7.53,true
2026-09-12 10:06:12,0.0,7.45,true
2026-09-12 10:06:13,0.0,7.46,true
2026-09-12 10:06:14,0.0,7.24,true
2026-09-12 10:06:15,0.0,7.33,true
2026-09-12 10:06:16,0.0,7.32,true
2026-09-12 10:06:17,0.0,7.35,true
2026-09-12 10:06:18,0.0,7.41,true
2026-09-12 10:06:19,0.0,7.36,true
2026-09-12 10:06:20,0.0,7.05,true
2026-09-12 10:06:21,0.0,7.12,true
2026-09-12 10:06:22,0.0,7.4,true
2026-09-12 10:06:23,0.0,7.64,true
2026-09-12 10:06:24,0.0,7.95,true
2026-09-12 10:06:25,0.0,8.12,true
2026-09-12 10:06:26,0.0,8.6,true
2026-09-12 10:06:27,0.0,8.13,true
2026-09-12 10:06:28,0.0,8.22,true
2026-09-12 10:06:29,0.0,8.6,true
2026-09-12 10:06:30,0.0,8.62,true
2026-09-12 10:06:31,0.0,8.85,true
2026-09-12 10:06:32,0.0,9.0,true
2026-09-12 10:06:33,0.0,8.97,true
2026-09-12 10:06:34,0.0,8.81,true
2026-09-12 10:06:35,0.0,8.96,true
2026-09-12 10:06:36,0.0,9.31,true
2026-09-12 10:06:37,0.0,9.19,true
2026-09-12 10:06:38,0.0,9.41,true
2026-09-12 10:06:39,0.0,9.78,true
2026-09-12 10:06:40,0.0,9.35,true
2026-09-12 10:06:41,0.0,9.77,true
2026-09-12 10:06:42,0.0,10.02,true
2026-09-12 10:06:43,0.0,9.62,true
2026-09-12 10:06:44,0.0,9.99,true
2026-09-12 10:06:45,0.0,10.18,true
2026-09-12 10:06:46,0.0,9.73,true
2026-09-12 10:06:47,0.0,9.52,true
2026-09-12 10:06:48,0.0,9.17,true
2026-09-12 10:06:49,0.0,9.24,true
2026-09-12 10:06:50,0.0,8.91,true
2026-09-12 10:06:51,0.0,9.28,true
2026-09-12 10:06:52,0.0,9.02,true
2026-09-12 10:06:53,0.0,8.66,true
2026-09-12 10:06:54,0.0,8.41,true
2026-09-12 10:06:55,0.0,7.92,true
2026-09-12 10:06:56,0.0,8.32,true
2026-09-12 10:06:57,0.0,7.98,true
2026-09-12 10:06:58,0.0,7.83,true
2026-09-12 10:06:59,0.0,7.97,true
2026-09-12 10:07:00,0.0,7.72,true
2026-09-12 10:07:01,0.0,7.42,true
2026-09-12 10:07:02,0.0,7.4,true
2026-09-12 10:07:03,0.0,7.47,true
2026-09-12 10:07:04,0.0,7.96,true
2026-09-12 10:07:05,0.0,8.44,true
2026-09-12 10:07:06,0.0,8.22,true
2026-09-12 10:07:07,0.0,8.4,true
2026-09-12 10:07:08,0.0,7.95,true
2026-09-12 10:07:09,0.0,7.95,true
2026-09-12 10:07:10,0.0,7.73,true
2026-09-12 10:07:11,0.0,7.84,true
2026-09-12 10:07:12,0.0,7.98,true
2026-09-12 10:07:13,0.0,8.16,true
2026-09-12 10:07:14,0.0,8.32,true
2026-09-12 10:07:15,0.0,8.44,true
2026-09-12 10:07:16,0.0,8.59,true
2026-09-12 10:07:17,0.0,8.53,true
2026-09-12 10:07:18,0.0,8.76,true
2026-09-12 10:07:19,0.0,8.56,true
2026-09-12 10:07:20,0.0,8.23,true
2026-09-12 10:07:21,0.0,8.27,true
2026-09-12 10:07:22,0.0,8.3,true
2026-09-12 10:07:23,0.0,8.63,true
2026-09-12 10:07:24,0.0,8.96,true
2026-09-12 10:07:25,0.0,9.27,true
2026-09-12 10:07:26,0.0,9.1,true
2026-09-12 10:07:27,0.0,9.57,true
2026-09-12 10:07:28,0.0,10.03,true
2026-09-12 10:07:29,0.0,10.26,true
2026-09-12 10:07:30,0.0,10.73,true
2026-09-12 10:07:31,0.0,10.59,true
2026-09-12 10:07:32,0.0,10.11,true
2026-09-12 10:07:33,0.0,10.06,true
2026-09-12 10:07:34,0.0,10.23,true
2026-09-12 10:07:35,0.0,10.55,true
2026-09-12 10:07:36,0.0,10.16,true
2026-09-12 10:07:37,0.0,9.69,true
2026-09-12 10:07:38,0.0,9.75,true
2026-09-12 10:07:39,0.0,9.47,true
2026-09-12 10:07:40,0.0,9.79,true
2026-09-12 10:07:41,0.0,9.6,true
2026-09-12 10:07:42,0.0,9.24,true
2026-09-12 10:07:43,0.0,9.04,true
2026-09-12 10:07:44,0.0,8.64,true
2026-09-12 10:07:45,0.0,8.27,true
2026-09-12 10:07:46,0.0,8.44,true
2026-09-12 10:07:47,0.0,8.89,true
2026-09-12 10:07:48,0.0,9.13,true
2026-09-12 10:07:49,0.0,9.05,true
2026-09-12 10:07:50,0.0,9.04,true
2026-09-12 10:07:51,0.0,9.49,true
2026-09-12 10:07:52,0.0,9.36,true
2026-09-12 10:07:53,0.0,9.81,true
2026-09-12 10:07:54,0.0,9.41,true
2026-09-12 10:07:55,0.0,9.45,true
2026-09-12 10:07:56,0.0,9.31,true
2026-09-12 10:07:57,0.0,9.0,true
2026-09-12 10:07:58,0.0,9.35,true
2026-09-12 10:07:59,0.0,9.51,true
2026-09-12 10:08:00,0.0,9.61,true
2026-09-12 10:08:01,0.0,9.9,true
2026-09-12 10:08:02,0.0,9.52,true
2026-09-12 10:08:03,0.0,9.09,true
2026-09-12 10:08:04,0.0,8.8,true
2026-09-12 10:08:05,0.0,9.17,true
2026-09-12 10:08:06,0.0,8.82,true
2026-09-12 10:08:07,0.0,8.32,true
2026-09-12 10:08:08,0.0,7.96,true
2026-09-12 10:08:09,0.0,7.71,true
2026-09-12 10:08:10,0.0,7.87,true
2026-09-12 10:08:11,0.0,7.39,true
2026-09-12 10:08:12,0.0,7.13,true
2026-09-12 10:08:13,0.0,6.8,true
2026-09-12 10:08:14,0.0,7.04,true
2026-09-12 10:08:15,0.0,7.29,true
2026-09-12 10:08:16,0.0,7.57,true
2026-09-12 10:08:17,0.0,7.18,true
2026-09-12 10:08:18,0.0,7.62,true
2026-09-12 10:08:19,0.0,7.9,true
